County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
York,28.44800337,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Philadelphia,15.8507314,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,51,51,42,101,"(40.0044435384, -75.140236002)"
Clinton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Susquehanna,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Butler,5.173305742,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Susquehanna,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,58,58,42,115,"(41.8205685982, -75.8025030296)"
Clarion,53.06447334,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Mercer,15.21252796,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
Clinton,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,No Emergency Department Identified in County.,12,12,42,023,"(41.4388026531, -78.2091693241)"
Lehigh,9.331667094,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Franklin,7.391366365,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Carbon,3.445413685,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Cambria,16.13804233,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Union,44.58431681,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Philadelphia,18.72395015,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,51,51,42,101,"(40.0044435384, -75.140236002)"
Lawrence,78.85304659,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Montgomery,0.847380686,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,46,46,42,091,"(40.209898739, -75.3725200072)"
Crawford,74.28153921,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Northumberland,1.629921003,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Fulton,51.21638924,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Lehigh,13.38969758,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Lancaster,11.37445159,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,1 facility closed in Q1 2019.,36,36,42,071,"(40.0459079619, -76.2513876838)"
Adams,8.305972483,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Pike,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,No Emergency Department Identified in County.,52,52,42,103,"(41.332571995, -75.0327092448)"
Union,64.55862978,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Lackawanna,2.823961312,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Bradford,5.422904376,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,8,08,42,015,"(41.7911781401, -76.5182562384)"
Dauphin,10.11932828,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Clarion,26.34351949,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Mifflin,5.604897818,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Delaware,2.35524955,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Fulton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Armstrong,14.77323091,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Union,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,60,60,42,119,"(40.9647313096, -77.0641580308)"
Adams,40.6450767,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,1,01,42,001,"(39.8720956503, -77.2222427076)"
McKean,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,42,42,42,083,"(41.810370736, -78.5712201998)"
Northampton,11.65038261,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,095,"(40.754595404, -75.3126372576)"
Wyoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,66,66,42,131,"(41.5189248803, -76.0181300338)"
Indiana,5.182958433,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Warren,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,62,62,42,123,"(41.8167523652, -79.278581578)"
Tioga,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Carbon,26.05297438,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Mifflin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,44,44,42,087,"(40.6127492804, -77.6200308901)"
Lycoming,3.177797786,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
Erie,3.502101261,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,049,"(41.9941378702, -80.0407591036)"
Clearfield,0.627470666,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Allegheny,26.27064122,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Luzerne,2.836048062,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Potter,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,53,53,42,105,"(41.7442064382, -77.8987922939)"
Butler,53.42751064,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Crawford,55.95238095,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Lycoming,45.10958977,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,41,41,42,081,"(41.3445979226, -77.069424568)"
Lawrence,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,37,37,42,073,"(40.9932503514, -80.3375411446)"
Snyder,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Clarion,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Cumberland,12.64527007,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,21,21,42,041,"(40.167598388, -77.268662705)"
Greene,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,30,30,42,059,"(39.8548039342, -80.2294381655)"
Lycoming,77.3264128,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
Venango,1.545535335,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
McKean,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,42,42,42,083,"(41.810370736, -78.5712201998)"
Adams,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,1,01,42,001,"(39.8720956503, -77.2222427076)"
Adams,47.67093435,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Montour,6.567425569,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Sullivan,,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,57,57,42,113,"(41.4480993958, -76.5147922046)"
Franklin,7.52103946,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Cambria,28.65740077,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Juniata,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,No Emergency Department Identified in County.,34,34,42,067,"(40.5343300836, -77.405775001)"
Armstrong,11.02535832,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Union,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,60,60,42,119,"(40.9647313096, -77.0641580308)"
Berks,15.18119491,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Warren,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,62,62,42,123,"(41.8167523652, -79.278581578)"
Beaver,0.421331407,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Northumberland,16.10824742,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,49,49,42,097,"(40.8515092572, -76.7118842273)"
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,12,12,42,023,"(41.4388026531, -78.2091693241)"
Franklin,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
Clearfield,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,17,17,42,033,"(41.0004290024, -78.4755834299)"
Pike,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,No Emergency Department Identified in County.,52,52,42,103,"(41.332571995, -75.0327092448)"
Cambria,131.3851411,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Clarion,5.460502366,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Mercer,74.09299949,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
Chester,0.577708538,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Bedford,15.56939502,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Susquehanna,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Sullivan,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,No Emergency Department Identified in County.,57,57,42,113,"(41.4480993958, -76.5147922046)"
Erie,2.221890355,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Clinton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Mercer,9.932885906,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,43,43,42,085,"(41.302377765, -80.2600941079)"
Blair,6.421021436,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Lycoming,1.054101774,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,41,41,42,081,"(41.3445979226, -77.069424568)"
Wayne,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,64,64,42,127,"(41.6496980525, -75.3051535022)"
Clinton,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Indiana,42.50025915,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,32,32,42,063,"(40.6529549748, -79.0933349286)"
